title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Toyota Land Cruiser Prado 2.8 AT, 2017, 108 409 км, с пробегом, цена 3 299 000 руб. - Автомобили в Москве",2017,150 рестайлинг (2013—2017),108 409 км,14 записей в отчёте Автотеки,2,Не битый,2.8 D AT (177 л.с.),2.8 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTEB*************,Возможен,3 299 000 ₽ — цена ниже Авито Оценки,14 записей с 2016 года,,2 владельца по ПТС,7 записей с описанием работ,1 раз продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,
"Opel Astra 1.4 AT, 2013, 115 264 км, с пробегом, цена 795 000 руб. - Автомобили в Москве",2013,J рестайлинг (2012—2018),115 264 км,18 записей в отчёте Автотеки,2,Не битый,1.4 Turbo AT (140 л.с.),1.4 л,Бензин,Автомат,Передний,Cosmo,Седан,Чёрный,Левый,XUFP*************,Возможен,795 000 ₽ — цена выше Авито Оценки,18 записей с 2014 года,,,3 записи с описанием работ,6 раз продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
"Volkswagen Multivan 2.0 AMT, 2015, 148 000 км, с пробегом, цена 2 399 000 руб. - Автомобили в Москве",2015,T5 рестайлинг (2009—2015),148 000 км,64 записи в отчёте Автотеки,2,Не битый,2.0 TDI 4Motion AMT (180 л.с.),,,,,,,,,,0,,64 записи с 2015 года,,,41 запись с описанием работ,5 раз продавался на Авито,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"Hyundai i40 2.0 AT, 2016, 185 148 км, с пробегом, цена 1 070 000 руб. - Автомобили в Москве",2016,I рестайлинг (2015—2019),185 148 км,11 записей в отчёте Автотеки,2,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort Plus,Седан,Чёрный,Левый,XWEL*************,Возможен,1 070 000 ₽ — цена ниже Авито Оценки,11 записей с 2016 года,,,5 записей с описанием работ,2 раза продавался на Авито,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,
"Nissan X-Trail 2.5 CVT, 2014, 75 500 км, с пробегом, цена 1 255 000 руб. - Автомобили в Москве",2014,II рестайлинг (2010—2015),75 500 км,8 записей в отчёте Автотеки,1,Не битый,2.5 4WD CVT (169 л.с.),2.5 л,Бензин,Вариатор,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,Z8NT*************,Возможен,1 255 000 ₽ — цена ниже Авито Оценки,8 записей с 2015 года,ДТП не найдены,1 владелец по ПТС,5 записей с описанием работ,,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,
"Hyundai Sonata 2.4 AT, 2018, 126 907 км, с пробегом, цена 1 135 000 руб. - Автомобили в Москве",2018,VII рестайлинг (2017—2019),126 907 км,8 записей в отчёте Автотеки,1,Не битый,2.4 AT (188 л.с.),,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,XWEE*************,0,1 135 000 ₽ — цена ниже Авито Оценки,8 записей с 2018 года,ДТП не найдены,1 владелец по ПТС,14 записей с описанием работ,1 раз продавался на Авито,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал
"Mazda CX-3 1.5 AT, 2019, 21 003 км, с пробегом, цена 1 950 000 руб. - Автомобили в Москве",2019,I рестайлинг (2018—2024),21 003 км,,1,Не битый,1.5 4WD AT (111 л.с.),1.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Серый,Правый,DK8F********,0,,,,,,,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,
"Kia Rio 1.4 AT, 2020, 172 221 км, с пробегом, цена 1 120 000 руб. - Автомобили в Москве",2020,IV рестайлинг (2020—2024),172 221 км,5 записей в отчёте Автотеки,2,Не битый,1.4 AT (100 л.с.),1.4 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,Z94C*************,0,1 120 000 ₽ — цена выше Авито Оценки,5 записей с 2021 года,,2 владельца по ПТС,,,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Электронный
"Volvo XC70 2.4 MT, 2008, 179 000 км, с пробегом, цена 1 099 000 руб. - Автомобили в Москве",2008,II (2007—2013),179 000 км,9 записей в отчёте Автотеки,1,Не битый,2.4 D 4WD MT (185 л.с.),2.4 л,Дизель,Механика,Полный,Премиум,Универсал,Коричневый,Левый,YV1B*************,Возможен,,9 записей с 2012 года,ДТП не найдены,1 владелец по ПТС,2 записи с описанием работ,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"Mazda 6 2.5 AT, 2017, 105 310 км, с пр�обегом, цена 1 699 000 руб. - Автомобили в Москве",2017,GJ рестайлинг (2015—2018),105 310 км,28 записей в отчёте Автотеки,2,Не битый,2.5 AT (192 л.с.),2.5 л,Бензин,Автомат,Передний,Executive,Седан,Серый,Левый,RUMG*************,Возможен,1 699 000 ₽ — соответствует оценке Авито,28 записей с 2017 года,,,20 записей с описанием работ,3 раза продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,
"Hyundai Santa Fe 2.2 AT, 2011, 160 000 км, с пробегом, цена 1 199 000 руб. - Автомобили в Москве",2011,II рестайлинг (2010—2012),160 000 км,17 записей в отчёте Автотеки,1,Не битый,2.2 R VGT 4WD AT (197 л.с.),2.2 л,Дизель,Автомат,Полный,Elegance + Navi,Внедорожник 5-дверный,Серый,Левый,KMHS*************,0,1 199 000 ₽ — соответствует оценке Авито,17 записей с 2014 года,,1 владелец по ПТС,12 записей с описанием работ,2 раза продавался на Авито,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,
"Kia Sportage 2.4 AT, 2019, 107 000 км, с пробегом, цена 1 600 000 руб. - Автомобили в Москве",2019,IV рестайлинг (2018—2022),107 000 км,4 записи в отчёте Автотеки,1,Не битый,2.4 T-GDI 4WD AT (184 л.с.),2.4 л,Бензин,Автомат,Полный,Prestige,Внедорожник 5-дверный,Синий,Левый,XWEP*************,Не интересует,1 600 000 ₽ — цена ниже Авито Оценки,4 записи с 2020 года,ДТП не найдены,1 владелец по ПТС,8 записей с описанием работ,,Лесопарковая:до 5 мин.;Аннино:16–20 мин.;Улица Старокачаловская:16–20 мин.,Оригинал
"BMW 3 серия 2.0 AT, 2009, 153 000 км, с пробегом, цена 899 000 руб. - Автомобили в Москве",2009,E90/E91/E92/E93 рестайлинг (2008—2013),153 000 км,15 записей в отчёте Автотеки,2,Не битый,,,,,,,,,,,0,899 000 ₽ — соответствует оценке Авито,15 записей с 2012 года,ДТП не найдены,,5 записей с описанием работ,3 раза продавался на Авито,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"Hyundai i40 2.0 AT, 2017, 127 000 км, с пробегом, цена 1 395 000 руб. - Автомобили в Москве",2017,I рестайлинг (2015—2019),127 000 км,11 записей в отчёте Автотеки,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Limited Edition,Седан,Чёрный,Левый,XWEL*************,Возможен,1 395 000 ₽ — цена ниже Авито Оценки,11 записей с 2018 года,,1 владелец по ПТС,7 записей с описанием работ,1 раз продавался на Авито,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,
